#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-06-12 12:25:02.433
#Start: 8000 Hz
#Stop: 100 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2817.6,-0.01012194229564237,-0.3495723109595261,88.24447246342197
2833.400000000001,-0.01095143996637403,-0.3437458347097433,104.4563799099326
2849.2,-0.01051016344120335,-0.338516430643134,120.8397436120318
2865,-0.01078683787302152,-0.3371157805571722,137.2718067659715
2880.800000000001,-0.0114966852488806,-0.3309237209203024,153.3334131464329
2896.6,-0.01009977625314647,-0.3286625571963175,169.8174651817702
2912.400000000001,-0.009512059103251379,-0.3267184022515952,-173.8695801834836
2928.2,-0.0106380316958952,-0.3238586147188574,-157.7016903596351
2944,-0.01069146410577848,-0.3196302071552801,-141.1444471549576
2959.800000000001,-0.01129919162126618,-0.3165697212361926,-124.8754353065164
2975.6,-0.01088183885966796,-0.315047242739241,-108.6568503422896
2991.400000000001,-0.01062645343778221,-0.3125556756194443,-92.26809534396531
3007.2,-0.01165132820410009,-0.309285374318083,-75.93705229891677
3023,-0.01143794122758067,-0.3085948650694469,-59.59845394309529
3038.800000000001,-0.01062697228063082,-0.3075673088560221,-43.25157758833402
3054.6,-0.01152842174655471,-0.300783591885208,-26.91808159110531
3070.400000000001,-0.0115789676845495,-0.2925276028054196,-10.52319660359342
3086.2,-0.01082262246760421,-0.2916344866192704,5.848953784952142
3102,-0.01199661051975189,-0.2873750700495808,22.2337249800946
3117.800000000001,-0.01171960838893465,-0.2805466996335776,38.60342404134346
3133.6,-0.0111896554467678,-0.2788345283057387,55.057655991057
3149.400000000001,-0.01215837194919609,-0.2762158798815842,71.40920193506922
3165.2,-0.01208533805007897,-0.2726894954879532,87.92523738597234
3181,-0.01135926669547063,-0.2728340325660404,104.1131043349981
3196.800000000001,-0.01153238013838354,-0.2719465350448137,120.6028622612503
3212.6,-0.01213574324016031,-0.2677083017478608,136.7879992918582
3228.400000000001,-0.01232971450170072,-0.2650645886745037,153.2794186971268
3244.2,-0.01175070730558206,-0.2629922820042304,170.2343002486134
3260,-0.01238097894377881,-0.2625830959401582,-173.451898079344
3275.800000000001,-0.0119084938479749,-0.2601398540790051,-156.3439838200762
3291.6,-0.01229116626712464,-0.2568295524270315,-139.5802876436981
3307.400000000001,-0.01097239002930074,-0.2548234285430935,-123.8574405613551
3323.2,-0.01270072497613281,-0.2500651529472027,-107.8097923174188
3339,-0.01158465747904979,-0.2468068888867683,-91.17672509802229
3354.800000000001,-0.01086244286391342,-0.2433042952163439,-74.85319655010025
3370.6,-0.01235239487198503,-0.241054919104651,-57.64507893870605
3386.400000000001,-0.01217367413599545,-0.2407320172523708,-42.54524500554263
3402.2,-0.01197424213227596,-0.2348833665370259,-24.31728711031001
3418,-0.0117255859207169,-0.2352647188070096,-7.836616268592778
3433.800000000001,-0.01317860795524737,-0.2344049873571567,9.766265706224571
3449.6,-0.01365427675601566,-0.2306926504122654,26.41774487457623
3465.400000000001,-0.013162830226063,-0.2302700458248932,43.72265797227348
3481.2,-0.01322919038023836,-0.2304908693947079,60.68630465839838
3497,-0.01382934947758997,-0.2277914432079428,78.12053237104048
3512.800000000001,-0.01386766976053673,-0.2281462626924098,95.50694642753406
3528.6,-0.01269563257230032,-0.2265441840793951,116.3438019040708
3544.400000000001,-0.01317719073302589,-0.2253575157000564,131.7341473339594
3560.2,-0.01361329825102123,-0.224354485317988,-146.2489104431554
3576,-0.01280418283206183,-0.2240127510657447,-128.8297065045226
3591.800000000001,-0.01308791842127465,-0.2232375806406572,-112.7810818169497
3607.6,-0.01258115087507116,-0.2225771278033808,-96.66520532730561
3623.400000000001,-0.01329022575466083,-0.2215086787988154,-80.64095188468417
3639.2,-0.01370321953400392,-0.2198740494138038,-64.59408618223117
3655,-0.01244311859392004,-0.2188742202392218,-48.47216276354102
3670.800000000001,-0.01293099829203532,-0.2192995725315181,-32.51827549880142
3686.6,-0.01333981846359726,-0.2184894893347102,-16.47119345629421
3702.400000000001,-0.01419414937048024,-0.215854517552315,-0.4644402546019261
3718.2,-0.01379354056857732,-0.2150888441998827,15.65396797132775
3734,-0.0135506818994372,-0.215304764374989,31.53956548397905
3749.800000000001,-0.01397444001964132,-0.2159629659731064,47.59260087136688
3765.6,-0.01458231605667765,-0.2145509169610146,63.644242658305
3781.400000000001,-0.0143334571091488,-0.2144039816896612,79.7893844470368
3797.2,-0.01301460848907027,-0.2126474924196727,95.83592572706506
3813,-0.01465778030092559,-0.2109642518844803,111.8573657227756
3828.800000000001,-0.01531093106283979,-0.2114075868053206,127.9139393811215
3844.6,-0.01493569897129908,-0.2091839833191675,144.0455507183779
3860.400000000001,-0.01426574735120571,-0.2061838372308234,160.0973377775488
3876.2,-0.01402259065802183,-0.2081291941300834,176.1632228955728
3892,-0.01509795250651157,-0.2070595323892646,-167.8640376065179
3907.800000000001,-0.01513718225894156,-0.2071039153015837,-151.8516862995477
3923.6,-0.01526020663853169,-0.2070740178846291,-135.7606641298986
3939.400000000001,-0.01430761342043806,-0.2072211860030872,-119.7919511413983
3955.2,-0.01462775288651977,-0.2061616754838141,-103.7306270926839
3971,-0.01544081052600672,-0.2051664118902577,-87.69739170955324
3986.800000000001,-0.01498432671177501,-0.2058264820457515,-71.69706361233082
4002.6,-0.01508710145006103,-0.2042825650777775,-55.64894737767037
4018.400000000001,-0.01471607225316024,-0.2044629159097696,-39.5068765995974
4034.2,-0.01457344117872974,-0.2027288708814541,-23.35870755239641
4050,-0.01453992100100392,-0.2024759775563199,-7.313444619527647
4065.800000000001,-0.01613501609362646,-0.2026278201673438,8.599838210926869
4081.6,-0.0152069768510288,-0.2019159108212057,24.66067122571112
4097.400000000001,-0.0149778781743923,-0.200653097244997,40.76716052759036
4113.200000000001,-0.0148568803237958,-0.2006752884295157,56.81144161214493
4129.000000000001,-0.01472339046171779,-0.1990870070767612,72.7727744386135
4144.800000000001,-0.015744147932527,-0.198940683996946,88.89023511487099
4160.6,-0.01567226136712191,-0.1986897955843266,104.9488090129214
4176.400000000001,-0.01572240908146117,-0.1997740698928608,121.0866855041413
4192.200000000001,-0.0153069828021208,-0.2006305623811879,137.0874669130069
4208.000000000001,-0.01584759828120881,-0.1993242533097464,153.1647435522599
4223.8,-0.0150915842516622,-0.2018720544986699,168.9860838839683
4239.6,-0.01632466117969123,-0.2016486278879271,-174.714410119723
4255.400000000001,-0.01585179973860217,-0.2024984438790448,-158.7664843996501
4271.200000000001,-0.01600692169603124,-0.2026012760712269,-142.7873474100733
4287.000000000001,-0.01572008518738421,-0.2036569431028608,-126.77628530436
4302.800000000001,-0.01559396597356443,-0.2054943471370552,-110.5021608604941
4318.600000000001,-0.01572542971291456,-0.2073463348226057,-94.65035928885725
4334.400000000001,-0.01699873354218223,-0.2083124629915716,-78.55847355250586
4350.200000000001,-0.01647854910784203,-0.2081108083343673,-62.5021496231747
4366.000000000001,-0.01558316226566865,-0.2088768842436763,-46.42437355729935
4381.800000000001,-0.0154172730659157,-0.2101254806548331,-30.37202762045241
4397.600000000001,-0.01567185557661584,-0.2118889847346596,-14.20927769691034
4413.400000000001,-0.01605736607068351,-0.2122450539842787,1.777049677415319
4429.200000000001,-0.0166839777043265,-0.2138897313919561,17.72696886467452
4445.000000000001,-0.01648886451568128,-0.2178665345570888,33.82124864513403
4460.800000000001,-0.0161030041556095,-0.2171739916038191,49.81201786741279
4476.600000000001,-0.01715170531441134,-0.2186177941062272,65.94888434630759
4492.400000000001,-0.01593343363253247,-0.2204825423054571,82.05542250089034
4508.200000000001,-0.01717060450902756,-0.2203383239091965,98.0195948952128
4524.000000000001,-0.01770891163943893,-0.2225700690676355,114.0598626268979
4539.800000000001,-0.01949412619471852,-0.2344385436247844,130.1256417885613
4555.600000000001,-0.01729530122480601,-5.074193385729073,146.1912050736031
4571.400000000001,-0.01686887654063386,-6.203652364977335,162.2299061933882
4587.200000000001,-0.0167104150926657,-8.094363052643033,178.1530349959822
4603.000000000001,-0.01694175556678103,-8.616851332430885,-165.7360185172003
4618.800000000001,-0.01670428891350167,-9.090394961644618,-149.6400834023422
4634.600000000001,-0.01772295860246223,-9.451422378458604,-133.4998396608129
4650.400000000001,-0.01731835252258593,-9.806468290608484,-117.3878176784727
4666.200000000001,-0.01695670564154991,-10.04245939203638,-101.4179005226203
4682.000000000001,-0.01684328079518281,-10.65857119338115,-85.2219283570164
4697.800000000001,-0.01667661830011967,-11.12978942434232,-69.24938724995488
4713.600000000001,-0.01691985846858625,-11.50533865234122,-53.22926391157064
4729.400000000001,-0.01703911946773641,-11.34760852598371,-37.02803510527572
4745.200000000001,-0.01883179175699333,-11.81845934616199,-21.19901353348055
4761.000000000001,-0.02115944770190483,-11.87229510218131,-5.200666768125167
4776.800000000001,-0.01809496333218289,-11.96525468107337,10.77038593070571
4792.600000000001,-0.01767473142787583,-12.20154806798346,26.77346412647548
4808.400000000001,-0.01708927870201417,-12.16072071036239,42.80523485874305
4824.200000000001,-0.01707286219716029,-12.44118842981406,58.86314372193506
4840.000000000001,-0.01691711439638328,-12.80831526943079,74.97573807150953
4855.800000000001,-0.01871129013262874,-12.96932101052447,91.10425861439413
4871.600000000001,-0.01998496636052351,-13.38522255068077,107.2015508534353
4887.400000000001,-0.01822472604926696,-13.45297261317849,123.2392638265666
4903.200000000001,-0.01778822203648863,-13.63543548929816,139.2594882136119
4919.000000000001,-0.0180686737096226,-13.86815264550627,155.4029383291607
4934.800000000001,-0.01744418298447115,-13.85543795411109,171.6470180904227
4950.600000000001,-0.01729758111298818,-14.10723248218427,-172.320030867344
4966.400000000001,-0.0178828567437048,-14.25964390979632,-156.3619548213887
4982.200000000001,-0.01903377125357002,-14.42850921707916,-140.2116788326718
4998.000000000001,-0.02100922059880139,-14.58171403959867,-124.3640920856358
5013.800000000001,-0.01841710568032284,-14.74412335981267,-108.2754706997687
5029.600000000001,-0.01790495616158959,-14.898356982579,-92.21747348845331
5045.400000000001,-0.01827794449249128,-15.04313594872348,-76.31980231388836
5061.200000000001,-0.01748306876957056,-15.19382577007232,-60.41544627075446
5077.000000000001,-0.01772274137831214,-15.33326166473725,-44.30626220527491
5092.800000000001,-0.01785708559448326,-15.42588875796828,-28.15783277047033
5108.600000000001,-0.01905435673099895,-15.61633949445202,-12.03360493038841
5124.400000000001,-0.02159753914303689,-15.76644301129289,4.022679030119689
5140.200000000001,-0.01941479138563304,-15.8393434749736,20.15255002352726
5156.000000000001,-0.01877312674090847,-16.04797837078037,36.14666300138556
5171.800000000001,-0.01887073009834694,-16.28344658870771,52.26947434579167
5187.600000000001,-0.01857704934020602,-16.30155632243556,68.3560230849605
5203.400000000001,-0.01843600212627334,-16.40855685147092,84.35017931457494
5219.200000000001,-0.01867834880064059,-16.60484562362985,100.4653537659172
5235.000000000001,-0.01974145619600286,-16.63778320474671,116.5651656156643
5250.800000000001,-0.02081782122339979,-16.80653468978386,132.5558370292571
5266.600000000001,-0.02296725077098598,-17.02395516136055,148.4657995727393
5282.400000000001,-0.01925789368978207,-17.17717586566727,164.551663425587
5298.200000000001,-0.0189211683241986,-17.21554343067054,-179.6175223609591
5314.000000000001,-0.01899125996647284,-17.31237991427644,-163.6176174442757
5329.800000000001,-0.0184958850876925,-17.5309903826654,-147.3881249996185
5345.600000000001,-0.01912903973112809,-17.60886185581421,-131.2856372099613
5361.400000000001,-0.01861410719216688,-17.73319799144386,-115.102984603405
5377.200000000001,-0.01996701213047077,-17.84471224347944,-98.97560662788565
5393.000000000001,-0.02104501698247051,-17.96581356941957,-82.84190056166074
5408.800000000001,-0.02336911333946382,-18.06854913077737,-66.83299112805062
5424.600000000001,-0.02783413411797369,-18.23724242199786,-50.7483107393851
5440.400000000001,-0.01915874685029282,-18.34890135655193,-34.68359345979932
5456.200000000001,-0.01928059749045192,-18.47297999813239,-18.66645573666689
5472.000000000001,-0.0184520996863398,-18.58432361297726,-2.615961286693907
5487.800000000001,-0.01946337468112551,-18.69721767516905,13.41503040031759
5503.600000000001,-0.01891218631236429,-18.81662763035301,29.47369684889836
5519.400000000001,-0.01941813187748407,-18.93061216488182,45.38986483877481
5535.200000000001,-0.02096721745899124,-19.04695991879677,61.44587769167411
5551.000000000001,-0.0226849026833257,-19.16110670064261,77.35760044431046
5566.800000000001,-0.0258483259375262,-19.28439010814628,93.3747520780576
5582.600000000001,-0.01961970507541103,-19.40343453185512,109.5644974170579
5598.400000000001,-0.01944712776614331,-19.52957062876009,125.7035131255892
5614.200000000001,-0.01989383066143944,-19.65254051569772,141.8434867427542
5630.000000000001,-0.01925922440680397,-19.7470622590292,158.0435895401132
5645.800000000001,-0.01933548602757947,-19.84412569727771,174.1362864041795
5661.600000000001,-0.01917137789065293,-19.96745014156417,-169.8361886301044
5677.400000000001,-0.01955989557307588,-20.05485479350149,-153.6152515437715
5693.200000000001,-0.02029716425250698,-20.16174554212444,-137.8635876625068
5709.000000000001,-0.02208786509837071,-20.27030327701164,-121.6076674466313
5724.800000000001,-0.02567097011998882,-20.36685875589129,-105.6822899876622
5740.600000000001,-0.03053255196854791,-20.50538512487647,-89.63061811553914
5756.400000000001,-0.01962725599621709,-20.61855517997122,-73.70888484579487
5772.200000000001,-0.01948810331801808,-20.70900512838694,-57.6341873049508
5788.000000000001,-0.01963186347195623,-20.80597296363191,-41.84706309081263
5803.800000000001,-0.01978157087566292,-20.95371250995559,-25.97426313077448
5819.600000000001,-0.01988214673402049,-21.01994773340346,-9.560566366377875
5835.400000000001,-0.01980367110371897,-21.1504628669036,6.580777793441617
5851.200000000001,-0.02070478872720094,-21.248936985627,22.78113068998569
5867.000000000001,-0.02219931991063062,-21.37274678811981,38.91762727643
5882.800000000001,-0.02438464251339338,-21.47995972813014,55.00583244230747
5898.600000000001,-0.02744788213794772,-21.57202580239556,71.02201442127743
5914.400000000001,-0.03253814230083296,-21.70823300557611,87.10749425541982
5930.200000000001,-0.02119732034131692,-21.80729753772743,103.2769928191034
5946.000000000001,-0.02101101791751992,-21.90947330535431,119.3849594650346
5961.800000000001,-0.02070893322333474,-22.01609008854005,135.3284688632621
5977.600000000001,-0.02009791612536257,-22.12411643969438,151.3605261630184
5993.400000000001,-0.01937954001247407,-22.23655992148899,167.2109015942733
6009.200000000001,-0.02001558723582206,-22.3448141084894,-176.7441083977638
6025.000000000001,-0.02053437296318828,-22.44718854060168,-160.8618324715409
6040.800000000001,-0.02145123723951903,-22.55703893633149,-145.0676945407468
6056.600000000001,-0.02403516792483463,-22.65345566427053,-128.592652420283
6072.400000000001,-0.02626996511545395,-22.77043178514984,-11.04389070361516
6088.200000000001,-0.0309287450484723,-22.87621518888736,5.084708955359474
6104.000000000001,-0.02048776250842464,-22.96427135660113,21.35519196621134
6119.800000000001,-0.02048069647608319,-23.070930451408,37.55928518124465
6135.600000000001,-0.02064648199086205,-23.18605373384223,53.87921289890058
6151.400000000001,-0.02125180637062031,-23.28955410003593,70.08709808155422
6167.200000000001,-0.02079494264172502,-23.40182938939298,86.32170664847811
6183.000000000001,-0.02068691534214591,-23.48271992142765,102.5805201486266
6198.800000000001,-0.02097152787013219,-23.61885888320859,118.8675680541137
6214.600000000001,-0.02127475725674335,-23.72756116691185,135.1234276720731
6230.400000000001,-0.02255373128784299,-23.84376596264742,151.433218446531
6246.200000000001,-0.02415489687965286,-23.95708543098232,167.6483659352179
6262.000000000001,-0.02694913864677368,-24.06689470168565,-176.1042920708451
